N-GRAM SIZE,N-GRAM TARGET,KERNEL,VECSIZE,C,nSV,SCORE,ITERATIONS
1,word,rbf,1000,1000.0,1049,0.9389185580774366,29226
1,word,rbf,1000,10000.0,984,0.9182242990654206,76841
1,word,poly,1000,0.1,7000,0.5584112149532711,3500
1,word,poly,1000,1.0,7000,0.5584112149532711,3500
1,word,poly,1000,10.0,7000,0.5584112149532711,3500
1,word,poly,1000,100.0,6965,0.5210280373831776,3552
1,word,poly,1000,1000.0,6493,0.6018024032042724,3667
1,word,poly,1000,10000.0,5219,0.7319759679572764,4729
3,word,linear,500,0.1,5531,0.7119492656875834,3306
3,word,linear,500,1.0,3965,0.7736982643524699,4665
3,word,linear,500,10.0,3478,0.7720293724966623,7148
3,word,linear,500,100.0,3445,0.7713618157543392,9986
3,word,linear,500,1000.0,3424,0.7713618157543392,40231
3,word,linear,500,10000.0,3362,0.7713618157543392,307369
3,word,rbf,500,0.1,7000,0.5504005340453939,3500
3,word,rbf,500,1.0,7000,0.5504005340453939,3500
3,word,rbf,500,10.0,6038,0.6762349799732977,3263
3,word,rbf,500,100.0,4367,0.7690253671562083,5672
3,word,rbf,500,1000.0,3577,0.770694259012016,44150
3,word,rbf,500,10000.0,3503,0.7700267022696929,43754
3,word,poly,500,0.1,7000,0.5076769025367156,3500
3,word,poly,500,1.0,7000,0.5076769025367156,3500
3,word,poly,500,10.0,7000,0.5076769025367156,3500
3,word,poly,500,100.0,7000,0.5076769025367156,3500
3,word,poly,500,1000.0,7000,0.5076769025367156,3500
3,word,poly,500,10000.0,7000,0.5076769025367156,3500
2,word,linear,100,0.1,1758,0.9082109479305741,1252
2,word,linear,100,1.0,1378,0.9155540720961282,1564
2,word,linear,100,10.0,1476,0.9168891855807744,5104
2,word,linear,100,100.0,1609,0.9168891855807744,34148
2,word,linear,100,1000.0,1624,0.9172229639519359,328084
2,word,linear,100,10000.0,1627,0.9168891855807744,3391883
2,word,rbf,100,0.1,5804,0.8014018691588785,2991
2,word,rbf,100,1.0,2672,0.8908544726301736,3387
2,word,rbf,100,10.0,1656,0.9115487316421896,18043
2,word,rbf,100,100.0,1498,0.9172229639519359,64703
2,word,rbf,100,1000.0,1487,0.9158878504672897,185917
2,word,rbf,100,10000.0,1608,0.8978638184245661,688569
2,word,poly,100,0.1,7000,0.5003337783711616,3500
2,word,poly,100,1.0,7000,0.5003337783711616,3500
2,word,poly,100,10.0,7000,0.5003337783711616,3500
2,word,poly,100,100.0,6926,0.5216955941255007,3527
2,word,poly,100,1000.0,5977,0.7813751668891856,3552
2,word,poly,100,10000.0,3292,0.8808411214953271,4256
1,word,linear,5000,0.1,1711,0.9499332443257676,6013
1,word,linear,5000,1.0,1417,0.9445927903871829,13825
1,word,linear,5000,10.0,1319,0.9375834445927904,16233
1,word,linear,5000,100.0,1354,0.921562082777036,43621
1,word,linear,5000,1000.0,1307,0.8434579439252337,60229
1,word,linear,5000,10000.0,1288,0.832109479305741,91362
1,word,rbf,5000,0.1,7000,0.5240320427236315,3500
1,word,rbf,5000,1.0,5627,0.849799732977303,2864
1,word,rbf,5000,10.0,3211,0.8975300400534045,2039
1,word,rbf,5000,100.0,1971,0.9392523364485982,3271
1,word,rbf,5000,1000.0,1465,0.951935914552737,10663
1,word,rbf,5000,10000.0,1359,0.9385847797062751,13997
1,word,poly,5000,0.1,7000,0.5917890520694259,3500
1,word,poly,5000,1.0,7000,0.5917890520694259,3500
1,word,poly,5000,10.0,7000,0.5917890520694259,3500
1,word,poly,5000,100.0,7000,0.5917890520694259,3500
1,word,poly,5000,1000.0,7000,0.5917890520694259,3500
1,word,poly,5000,10000.0,6979,0.5183578104138852,3553
1,word,linear,500,0.1,1564,0.934913217623498,4932
1,word,linear,500,1.0,1082,0.9395861148197597,74531
1,word,linear,500,10.0,871,0.9289052069425902,477881
1,word,linear,500,100.0,824,0.9212283044058746,8750665
1,word,linear,500,1000.0,799,0.9185580774365821,10000000
1,word,linear,500,10000.0,1226,0.9175567423230975,10000000
1,word,rbf,500,0.1,5660,0.849799732977303,2887
1,word,rbf,500,1.0,3185,0.8955273698264352,1886
1,word,rbf,500,10.0,1869,0.9352469959946595,2439
1,word,rbf,500,100.0,1248,0.9402536715620827,12659
1,word,rbf,500,1000.0,1021,0.934913217623498,44759
1,word,rbf,500,10000.0,1054,0.9269025367156208,143830
1,word,poly,500,0.1,7000,0.572429906542056,3500
1,word,poly,500,1.0,7000,0.572429906542056,3500
1,word,poly,500,10.0,6978,0.5196929238985314,3539
1,word,poly,500,100.0,6584,0.5864485981308412,3574
1,word,poly,500,1000.0,5368,0.715287049399199,4139
1,word,poly,500,10000.0,3765,0.8464619492656876,5234
1,word,linear,100,0.1,1749,0.9195594125500668,6703
1,word,linear,100,1.0,1427,0.9242323097463284,85566
1,word,linear,100,10.0,1343,0.9252336448598131,643308
1,word,linear,100,100.0,1334,0.9242323097463284,7904358
1,word,linear,100,1000.0,1313,0.9125500667556742,10000000
1,word,linear,100,10000.0,3831,0.8267690253671562,10000000
1,word,rbf,100,0.1,3948,0.8765020026702269,2193
1,word,rbf,100,1.0,2297,0.9082109479305741,1833
1,word,rbf,100,10.0,1631,0.9265687583444593,5872
1,word,rbf,100,100.0,1443,0.9228971962616822,31095
1,word,rbf,100,1000.0,1402,0.9095460614152203,139245
1,word,rbf,100,10000.0,1334,0.8858477970627503,708734
1,word,poly,100,0.1,6968,0.5200267022696929,3520
1,word,poly,100,1.0,6511,0.5941255006675568,3438
1,word,poly,100,10.0,5264,0.7186248331108144,3924
1,word,poly,100,100.0,3737,0.835781041388518,5934
1,word,poly,100,1000.0,2562,0.8915220293724967,16222
1,word,poly,100,10000.0,1840,0.8958611481975968,47689
1,pos,linear,1000,0.1,2710,0.8524699599465955,19671
1,pos,linear,1000,1.0,2610,0.8548064085447263,210819
1,pos,linear,1000,10.0,2595,0.8564753004005341,4131840
1,pos,linear,1000,100.0,2588,0.8568090787716955,10000000
1,pos,linear,1000,1000.0,2773,0.8554739652870494,10000000
1,pos,linear,1000,10000.0,5656,0.5807743658210948,10000000
1,pos,rbf,1000,0.1,3483,0.8361148197596796,2156
1,pos,rbf,1000,1.0,2749,0.8674899866488651,3247
1,pos,rbf,1000,10.0,2432,0.8701602136181575,14212
1,pos,rbf,1000,100.0,2292,0.8504672897196262,83993
1,pos,rbf,1000,1000.0,2132,0.8331108144192256,316455
1,pos,rbf,1000,10000.0,1895,0.8177570093457944,966368
1,pos,poly,1000,0.1,4273,0.770694259012016,13595
1,pos,poly,1000,1.0,3648,0.8024032042723631,63847
1,pos,poly,1000,10.0,3191,0.8334445927903872,535132
1,pos,poly,1000,100.0,2701,0.8417890520694259,3378755
1,pos,poly,1000,1000.0,2281,0.8377837116154874,10000000
1,pos,poly,1000,10000.0,1910,0.8237650200267023,10000000
3,word,linear,200,0.1,5586,0.6939252336448598,3022
3,word,linear,200,1.0,4271,0.7316421895861148,3379
3,word,linear,200,10.0,4012,0.7316421895861148,5182
3,word,linear,200,100.0,4007,0.7316421895861148,6218
3,word,linear,200,1000.0,3972,0.7316421895861148,16088
3,word,linear,200,10000.0,3968,0.7316421895861148,120031
3,word,rbf,200,0.1,7000,0.5463951935914553,3500
3,word,rbf,200,1.0,6895,0.5897863818424566,3469
3,word,rbf,200,10.0,5406,0.7119492656875834,3036
3,word,rbf,200,100.0,4241,0.7306408544726302,7094
3,word,rbf,200,1000.0,4067,0.7306408544726302,17528
3,word,rbf,200,10000.0,4041,0.7306408544726302,21417
3,word,poly,200,0.1,7000,0.5203604806408545,3500
3,word,poly,200,1.0,7000,0.5203604806408545,3500
3,word,poly,200,10.0,7000,0.5203604806408545,3500
3,word,poly,200,100.0,7000,0.5203604806408545,3500
3,word,poly,200,1000.0,7000,0.5203604806408545,3500
3,word,poly,200,10000.0,6951,0.5146862483311081,3543
2,pos,linear,1000,0.1,1875,0.907543391188251,10474
2,pos,linear,1000,1.0,1586,0.9102136181575434,105975
2,pos,linear,1000,10.0,1437,0.9025367156208278,2173341
2,pos,linear,1000,100.0,1349,0.8991989319092123,10000000
2,pos,linear,1000,1000.0,1406,0.8928571428571429,10000000
2,pos,linear,1000,10000.0,5247,0.7353137516688919,10000000
2,pos,rbf,1000,0.1,5685,0.8164218958611482,2958
2,pos,rbf,1000,1.0,3457,0.8775033377837116,2044
2,pos,rbf,1000,10.0,2245,0.9065420560747663,2895
2,pos,rbf,1000,100.0,1765,0.9115487316421896,14912
2,pos,rbf,1000,1000.0,1640,0.9068758344459279,78543
2,pos,rbf,1000,10000.0,1612,0.8938584779706275,328862
2,pos,poly,1000,0.1,7000,0.5010013351134847,3500
2,pos,poly,1000,1.0,7000,0.5010013351134847,3500
2,pos,poly,1000,10.0,6976,0.5080106809078772,3537
2,pos,poly,1000,100.0,6557,0.5827770360480641,3593
2,pos,poly,1000,1000.0,5322,0.7216288384512684,3924
2,pos,poly,1000,10000.0,3851,0.8261014686248331,7402
1,pos,linear,200,0.1,2710,0.8524699599465955,19671
1,pos,linear,200,1.0,2610,0.8548064085447263,210819
1,pos,linear,200,10.0,2595,0.8564753004005341,4131840
1,pos,linear,200,100.0,2588,0.8568090787716955,10000000
1,pos,linear,200,1000.0,2773,0.8554739652870494,10000000
1,pos,linear,200,10000.0,5656,0.5807743658210948,10000000
1,pos,rbf,200,0.1,3483,0.8361148197596796,2156
1,pos,rbf,200,1.0,2749,0.8674899866488651,3247
1,pos,rbf,200,10.0,2432,0.8701602136181575,14212
1,pos,rbf,200,100.0,2292,0.8504672897196262,83993
1,pos,rbf,200,1000.0,2132,0.8331108144192256,316455
1,pos,rbf,200,10000.0,1895,0.8177570093457944,966368
1,pos,poly,200,0.1,4273,0.770694259012016,13595
1,pos,poly,200,1.0,3648,0.8024032042723631,63847
1,pos,poly,200,10.0,3191,0.8334445927903872,535132
1,pos,poly,200,100.0,2701,0.8417890520694259,3378755
1,pos,poly,200,1000.0,2281,0.8377837116154874,10000000
1,pos,poly,200,10000.0,1910,0.8237650200267023,10000000
3,word,linear,10000,0.1,5854,0.753004005340454,5578
3,word,linear,10000,1.0,4120,0.8210947930574098,15225
3,word,linear,10000,10.0,2945,0.8207610146862483,14669
3,word,linear,10000,100.0,2795,0.8200934579439252,14587
3,word,linear,10000,1000.0,2766,0.8204272363150867,13611
3,word,linear,10000,10000.0,2752,0.8204272363150867,26773
3,word,rbf,10000,0.1,7000,0.5584112149532711,3500
3,word,rbf,10000,1.0,7000,0.5584112149532711,3500
3,word,rbf,10000,10.0,7000,0.5584112149532711,3500
3,word,rbf,10000,100.0,6686,0.6305073431241656,3960
3,word,rbf,10000,1000.0,5424,0.7903871829105474,8172
3,word,rbf,10000,10000.0,4016,0.8281041388518025,19006
3,word,poly,10000,0.1,7000,0.4993324432576769,3500
3,word,poly,10000,1.0,7000,0.4993324432576769,3500
3,word,poly,10000,10.0,7000,0.4993324432576769,3500
3,word,poly,10000,100.0,7000,0.4993324432576769,3500
3,word,poly,10000,1000.0,7000,0.4993324432576769,3500
3,word,poly,10000,10000.0,7000,0.4993324432576769,3500
1,word,linear,10000,0.1,1790,0.9472630173564753,5664
1,word,linear,10000,1.0,1621,0.9465954606141522,10980
1,word,linear,10000,10.0,1571,0.9369158878504673,11882
1,word,linear,10000,100.0,1641,0.9085447263017357,20920
1,word,linear,10000,1000.0,1685,0.8314419225634179,36937
1,word,linear,10000,10000.0,1678,0.8140854472630173,51173
1,word,rbf,10000,0.1,7000,0.5226969292389854,3500
1,word,rbf,10000,1.0,6358,0.7967289719626168,3197
1,word,rbf,10000,10.0,3856,0.8878504672897196,2181
1,word,rbf,10000,100.0,2261,0.9322429906542056,2376
1,word,rbf,10000,1000.0,1688,0.9506008010680908,7684
1,word,rbf,10000,10000.0,1606,0.9449265687583445,10738
1,word,poly,10000,0.1,7000,0.6024699599465955,3500
1,word,poly,10000,1.0,7000,0.6024699599465955,3500
1,word,poly,10000,10.0,7000,0.6024699599465955,3500
1,word,poly,10000,100.0,7000,0.6024699599465955,3500
1,word,poly,10000,1000.0,7000,0.6024699599465955,3500
1,word,poly,10000,10000.0,7000,0.6024699599465955,3500
2s,word,linear,50,0.1,5204,0.684913217623498,3261
2s,word,linear,50,1.0,4739,0.6842456608811749,4104
2s,word,linear,50,10.0,4691,0.6862483311081442,23958
2s,word,linear,50,100.0,4696,0.6852469959946595,136241
2s,word,linear,50,1000.0,4706,0.6915887850467289,1350519
2s,word,linear,50,10000.0,4726,0.6795727636849133,10000000
2s,word,rbf,50,0.1,6581,0.6011348464619493,3353
2s,word,rbf,50,1.0,5496,0.6645527369826435,3482
2s,word,rbf,50,10.0,4820,0.6865821094793058,5873
2s,word,rbf,50,100.0,4612,0.6829105473965287,36086
2s,word,rbf,50,1000.0,4532,0.6769025367156208,206796
2s,word,rbf,50,10000.0,4463,0.6809078771695594,761469
2s,word,poly,50,0.1,7000,0.5003337783711616,3500
2s,word,poly,50,1.0,7000,0.5003337783711616,3500
2s,word,poly,50,10.0,6977,0.5036715620827771,3511
2s,word,poly,50,100.0,6731,0.5550734312416555,3559
2s,word,poly,50,1000.0,6009,0.6114819759679573,3929
2s,word,poly,50,10000.0,5251,0.6622162883845126,8462
2,word,linear,50,0.1,1838,0.8995327102803738,1059
2,word,linear,50,1.0,1523,0.9015353805073432,1167
2,word,linear,50,10.0,1606,0.9012016021361816,3425
2,word,linear,50,100.0,1793,0.9008678237650201,21993
2,word,linear,50,1000.0,1877,0.9008678237650201,203642
2,word,linear,50,10000.0,1823,0.9008678237650201,2001655
2,word,rbf,50,0.1,4744,0.8561415220293725,2574
2,word,rbf,50,1.0,2267,0.8965287049399199,3935
2,word,rbf,50,10.0,1689,0.8998664886515354,21831
2,word,rbf,50,100.0,1654,0.9022029372496663,75569
2,word,rbf,50,1000.0,1679,0.8968624833110814,261802
2,word,rbf,50,10000.0,1703,0.8871829105473965,1058416
2,word,poly,50,0.1,7000,0.5003337783711616,3500
2,word,poly,50,1.0,7000,0.5003337783711616,3500
2,word,poly,50,10.0,6948,0.514018691588785,3517
2,word,poly,50,100.0,6245,0.7009345794392523,3463
2,word,poly,50,1000.0,3529,0.8691588785046729,4446
2,word,poly,50,10000.0,2054,0.8955273698264352,6909
2,word,linear,1000,0.1,1782,0.9242323097463284,7215
2,word,linear,1000,1.0,1244,0.9389185580774366,25222
2,word,linear,1000,10.0,1045,0.9325767690253671,97538
2,word,linear,1000,100.0,1026,0.9242323097463284,1401799
2,word,linear,1000,1000.0,1025,0.9205607476635514,10000000
2,word,linear,1000,10000.0,873,0.8898531375166889,10000000
2,word,rbf,1000,0.1,7000,0.5504005340453939,3500
2,word,rbf,1000,1.0,5784,0.8137516688918558,3007
2,word,rbf,1000,10.0,2731,0.8995327102803738,3051
2,word,rbf,1000,100.0,1577,0.9335781041388518,10740
2,word,rbf,1000,1000.0,1182,0.9369158878504673,35969
2,word,rbf,1000,10000.0,1108,0.9285714285714286,190670
2,word,poly,1000,0.1,7000,0.5006675567423231,3500
2,word,poly,1000,1.0,7000,0.5006675567423231,3500
2,word,poly,1000,10.0,7000,0.5006675567423231,3500
2,word,poly,1000,100.0,7000,0.5006675567423231,3500
2,word,poly,1000,1000.0,7000,0.5006675567423231,3500
2,word,poly,1000,10000.0,6999,0.5043391188251002,3500
2,pos,linear,100,0.1,2009,0.8928571428571429,10445
2,pos,linear,100,1.0,1855,0.8945260347129506,186933
2,pos,linear,100,10.0,1836,0.8951935914552737,1828024
2,pos,linear,100,100.0,1832,0.8948598130841121,10000000
2,pos,linear,100,1000.0,2050,0.8951935914552737,10000000
2,pos,linear,100,10000.0,6556,0.7790387182910548,10000000
2,pos,rbf,100,0.1,3707,0.8734979973297731,2145
2,pos,rbf,100,1.0,2416,0.890520694259012,2421
2,pos,rbf,100,10.0,2025,0.9018691588785047,9371
2,pos,rbf,100,100.0,1980,0.8951935914552737,45963
2,pos,rbf,100,1000.0,1882,0.8755006675567423,148722
2,pos,rbf,100,10000.0,1715,0.8628170894526035,311252
2,pos,poly,100,0.1,6590,0.5767690253671562,3579
2,pos,poly,100,1.0,5384,0.7136181575433912,3689
2,pos,poly,100,10.0,3900,0.8200934579439252,6331
2,pos,poly,100,100.0,2860,0.8701602136181575,13091
2,pos,poly,100,1000.0,2308,0.87716955941255,34639
2,pos,poly,100,10000.0,2048,0.8648197596795728,87873
3,pos,linear,500,0.1,1983,0.9072096128170895,9969
3,pos,linear,500,1.0,1629,0.9065420560747663,151912
3,pos,linear,500,10.0,1523,0.904539385847797,1989364
3,pos,linear,500,100.0,1499,0.900200267022697,10000000
3,pos,linear,500,1000.0,1598,0.9005340453938585,10000000
3,pos,linear,500,10000.0,5907,0.6111481975967957,10000000
3,pos,rbf,500,0.1,6039,0.8010680907877169,3060
3,pos,rbf,500,1.0,3496,0.8828437917222964,2233
3,pos,rbf,500,10.0,2272,0.9062082777036048,3991
3,pos,rbf,500,100.0,1811,0.9095460614152203,19137
3,pos,rbf,500,1000.0,1830,0.9048731642189586,93351
3,pos,rbf,500,10000.0,1861,0.8935246995994659,246303
3,pos,poly,500,0.1,7000,0.5006675567423231,3500
3,pos,poly,500,1.0,7000,0.5006675567423231,3500
3,pos,poly,500,10.0,6999,0.5003337783711616,3504
3,pos,poly,500,100.0,6902,0.530373831775701,3611
3,pos,poly,500,1000.0,6131,0.6602136181575434,5019
3,pos,poly,500,10000.0,4686,0.8007343124165555,7922
1,word,linear,50,0.1,1947,0.904539385847797,5639
1,word,linear,50,1.0,1695,0.9112149532710281,105196
1,word,linear,50,10.0,1649,0.9115487316421896,735879
1,word,linear,50,100.0,1641,0.9115487316421896,7673620
1,word,linear,50,1000.0,1646,0.8651535380507344,10000000
1,word,linear,50,10000.0,4050,0.8317757009345794,10000000
1,word,rbf,50,0.1,3462,0.8781708945260347,2027
1,word,rbf,50,1.0,2211,0.9028704939919893,2041
1,word,rbf,50,10.0,1760,0.910547396528705,8654
1,word,rbf,50,100.0,1629,0.9092122830440588,49061
1,word,rbf,50,1000.0,1591,0.8885180240320427,327909
1,word,rbf,50,10000.0,1525,0.8781708945260347,1063341
1,word,poly,50,0.1,6613,0.5801068090787717,3489
1,word,poly,50,1.0,5463,0.6975967957276369,3775
1,word,poly,50,10.0,4013,0.8110814419225634,4708
1,word,poly,50,100.0,2849,0.8758344459279038,12522
1,word,poly,50,1000.0,2156,0.886849132176235,56870
1,word,poly,50,10000.0,1720,0.8734979973297731,272492
3,pos,linear,100,0.1,2366,0.8678237650200267,7025
3,pos,linear,100,1.0,2190,0.8694926568758344,89058
3,pos,linear,100,10.0,2162,0.8688251001335113,1695879
3,pos,linear,100,100.0,2170,0.8678237650200267,10000000
3,pos,linear,100,1000.0,2217,0.8694926568758344,10000000
3,pos,linear,100,10000.0,5868,0.5607476635514018,10000000
3,pos,rbf,100,0.1,4294,0.8441255006675568,2321
3,pos,rbf,100,1.0,2800,0.8681575433911882,2371
3,pos,rbf,100,10.0,2338,0.87283044058745,7396
3,pos,rbf,100,100.0,2305,0.8708277703604806,45740
3,pos,rbf,100,1000.0,2234,0.8514686248331108,193034
3,pos,rbf,100,10000.0,2055,0.835781041388518,603427
3,pos,poly,100,0.1,6998,0.5003337783711616,3512
3,pos,poly,100,1.0,6871,0.5333778371161548,3547
3,pos,poly,100,10.0,5959,0.6672229639519359,4213
3,pos,poly,100,100.0,4306,0.7950600801068091,4727
3,pos,poly,100,1000.0,3141,0.8444592790387183,15139
3,pos,poly,100,10000.0,2651,0.852803738317757,31842
2s,word,linear,5000,0.1,4060,0.8734979973297731,5446
2s,word,linear,5000,1.0,2635,0.8825100133511349,18309
2s,word,linear,5000,10.0,2074,0.8681575433911882,28930
2s,word,linear,5000,100.0,1947,0.8628170894526035,38590
2s,word,linear,5000,1000.0,1932,0.8628170894526035,36538
2s,word,linear,5000,10000.0,1935,0.8628170894526035,84593
2s,word,rbf,5000,0.1,7000,0.5116822429906542,3500
2s,word,rbf,5000,1.0,7000,0.5116822429906542,3500
2s,word,rbf,5000,10.0,6501,0.671562082777036,3344
2s,word,rbf,5000,100.0,4798,0.842456608811749,3760
2s,word,rbf,5000,1000.0,3105,0.8811748998664887,11972
2s,word,rbf,5000,10000.0,2298,0.87283044058745,23723
2s,word,poly,5000,0.1,7000,0.4993324432576769,3500
2s,word,poly,5000,1.0,7000,0.4993324432576769,3500
2s,word,poly,5000,10.0,7000,0.4993324432576769,3500
2s,word,poly,5000,100.0,7000,0.4993324432576769,3500
2s,word,poly,5000,1000.0,7000,0.4993324432576769,3500
2s,word,poly,5000,10000.0,7000,0.4993324432576769,3500
1,word,linear,200,0.1,1635,0.9295727636849133,4990
1,word,linear,200,1.0,1226,0.9302403204272364,63749
1,word,linear,200,10.0,1102,0.9292389853137517,661337
1,word,linear,200,100.0,1079,0.9305740987983978,10000000
1,word,linear,200,1000.0,1068,0.9292389853137517,10000000
1,word,linear,200,10000.0,2938,0.8945260347129506,10000000
1,word,rbf,200,0.1,4653,0.8704939919893191,2436
1,word,rbf,200,1.0,2579,0.9098798397863819,1742
1,word,rbf,200,10.0,1642,0.9332443257676902,3779
1,word,rbf,200,100.0,1291,0.9322429906542056,18269
1,word,rbf,200,1000.0,1215,0.9289052069425902,91551
1,word,rbf,200,10000.0,1174,0.9132176234979973,324032
1,word,poly,200,0.1,7000,0.7787049399198932,3500
1,word,poly,200,1.0,6958,0.5310413885180241,3528
1,word,poly,200,10.0,6411,0.6128170894526035,3390
1,word,poly,200,100.0,5076,0.739652870493992,3973
1,word,poly,200,1000.0,3508,0.855807743658211,4310
1,word,poly,200,10000.0,2347,0.9018691588785047,10068
1,pos,linear,50,0.1,2710,0.8524699599465955,19671
1,pos,linear,50,1.0,2610,0.8548064085447263,210819
1,pos,linear,50,10.0,2595,0.8564753004005341,4131840
1,pos,linear,50,100.0,2588,0.8568090787716955,10000000
1,pos,linear,50,1000.0,2773,0.8554739652870494,10000000
1,pos,linear,50,10000.0,5656,0.5807743658210948,10000000
1,pos,rbf,50,0.1,3483,0.8361148197596796,2156
1,pos,rbf,50,1.0,2749,0.8674899866488651,3247
1,pos,rbf,50,10.0,2432,0.8701602136181575,14212
1,pos,rbf,50,100.0,2292,0.8504672897196262,83993
1,pos,rbf,50,1000.0,2132,0.8331108144192256,316455
1,pos,rbf,50,10000.0,1895,0.8177570093457944,966368
1,pos,poly,50,0.1,4273,0.770694259012016,13595
1,pos,poly,50,1.0,3648,0.8024032042723631,63847
1,pos,poly,50,10.0,3191,0.8334445927903872,535132
1,pos,poly,50,100.0,2701,0.8417890520694259,3378755
1,pos,poly,50,1000.0,2281,0.8377837116154874,10000000
1,pos,poly,50,10000.0,1910,0.8237650200267023,10000000
3,pos,linear,1000,0.1,1962,0.9202269692923899,8972
3,pos,linear,1000,1.0,1539,0.9168891855807744,68928
3,pos,linear,1000,10.0,1307,0.8968624833110814,850744
3,pos,linear,1000,100.0,1229,0.8871829105473965,10000000
3,pos,linear,1000,1000.0,1212,0.8805073431241656,10000000
3,pos,linear,1000,10000.0,2081,0.859479305740988,10000000
3,pos,rbf,1000,0.1,6722,0.7246328437917223,3383
3,pos,rbf,1000,1.0,4090,0.8734979973297731,2263
3,pos,rbf,1000,10.0,2537,0.907543391188251,3206
3,pos,rbf,1000,100.0,1817,0.9242323097463284,14248
3,pos,rbf,1000,1000.0,1584,0.9115487316421896,69274
3,pos,rbf,1000,10000.0,1601,0.8935246995994659,194410
3,pos,poly,1000,0.1,7000,0.5006675567423231,3500
3,pos,poly,1000,1.0,7000,0.5006675567423231,3500
3,pos,poly,1000,10.0,7000,0.5006675567423231,3500
3,pos,poly,1000,100.0,6999,0.5020026702269693,3525
3,pos,poly,1000,1000.0,6868,0.5370493991989319,3658
3,pos,poly,1000,10000.0,6064,0.6805740987983978,5941
